signature	signatureType	outcome	model	study	Primary	Sequencing	N	Effect_size	SE	95CI_low	95CI_high	Pval
C_ECM	Signature	PFS	COX	Jung	Lung	TPM	26	-1.29	1.05	-3.35	0.77	0.218590320875415
C_ECM	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-0.56	0.44	-1.42	0.3	0.203514661591238
C_ECM	Signature	PFS	COX	Snyder	Ureteral	TPM	25	0.82	0.56	-0.28	1.92	0.143235512330714
C_ECM	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	0.44	0.57	-0.68	1.57	0.4401301433109
C_ECM	Signature	Response	Log_regression	Braun	Kidney	TPM	139	-0.04	0.61	-1.24	1.17	0.949961414893955
C_ECM	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	2.05	1.75	-1.38	5.76	0.240968888911884
C_ECM	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	0.7	1.15	-1.57	3.04	0.542863478830572
C_ECM	Signature	Response	Log_regression	Gide	Melanoma	TPM	52	-1.11	0.95	-3.11	0.71	0.243234884452827
C_ECM	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	1.53	1.71	-1.73	5.16	0.370914970664511
C_ECM	Signature	Response	Log_regression	Kim	Gastric	FPKM	31	-0.88	1.04	-3.1	1.1	0.398450202406347
C_ECM	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	-0.54	0.83	-2.21	1.08	0.515935099661481
C_ECM	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	0.54	0.64	-0.71	1.82	0.40406492160164
C_ECM	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	2.24	1.87	-1.21	6.27	0.229457329337895
C_ECM	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	-0.97	1.85	-4.85	2.65	0.600722295715454
C_ECM	Signature	Response	Log_regression	Puch	Melanoma	TPM	49	0.69	1.21	-1.73	3.15	0.566554004148096
C_ECM	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	0.63	1.33	-2.02	3.32	0.633576002487658
C_ECM	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	2.47	1.54	-0.07	6.22	0.109780423249107
C_ECM	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	1.91	1.89	-1.67	6.07	0.312572482761715
C_ECM	Signature	Response	Log_regression	VanDenEnde	Esophageal	TPM	32	-2.45	1.45	-5.66	0.18	0.092017990541215
EMT_Thompson	Signature	OS	COX	Braun	Kidney	TPM	178	0.01	0.2	-0.37	0.4	0.951583245160749
EMT_Thompson	Signature	OS	COX	Fumet.2	Lung	TPM	43	0.78	0.51	-0.21	1.77	0.122834736509711
EMT_Thompson	Signature	OS	COX	Gide	Melanoma	TPM	55	-0.23	0.61	-1.42	0.96	0.704250587206607
EMT_Thompson	Signature	OS	COX	Hugo	Melanoma	FPKM	27	0.57	0.81	-1.02	2.16	0.480974101665737
EMT_Thompson	Signature	OS	COX	Liu	Melanoma	FPKM	121	0.19	0.38	-0.56	0.94	0.623826862143975
EMT_Thompson	Signature	OS	COX	Mariathasan	Bladder	TPM	194	0.06	0.16	-0.24	0.37	0.683582664143602
EMT_Thompson	Signature	OS	COX	Mariathasan	Kidney	TPM	67	0.06	0.28	-0.49	0.61	0.832766846485825
EMT_Thompson	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-0.18	0.45	-1.07	0.71	0.696039994489368
EMT_Thompson	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	-0.28	0.45	-1.16	0.59	0.525903430312588
EMT_Thompson	Signature	OS	COX	Miao.1	Kidney	TPM	33	-0.26	0.59	-1.41	0.9	0.664439242913231
EMT_Thompson	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	0.37	0.6	-0.8	1.55	0.534045726268594
EMT_Thompson	Signature	OS	COX	Riaz	Melanoma	TPM	51	0.39	0.38	-0.35	1.13	0.303083400729732
EMT_Thompson	Signature	OS	COX	Snyder	Ureteral	TPM	25	0.41	0.45	-0.47	1.28	0.361902315055529
EMT_Thompson	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	0.06	0.58	-1.07	1.19	0.91327158533789
EMT_Thompson	Signature	PFS	COX	Braun	Kidney	TPM	178	0	0.17	-0.32	0.33	0.984090055389218
EMT_Thompson	Signature	PFS	COX	Fumet.1	Lung	TPM	44	0.07	0.51	-0.94	1.07	0.892858474725452
EMT_Thompson	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-0.19	0.41	-1	0.62	0.641917530453323
EMT_Thompson	Signature	PFS	COX	Gide	Melanoma	TPM	55	-0.92	0.51	-1.93	0.08	0.0722667396846807
EMT_Thompson	Signature	PFS	COX	Jung	Lung	TPM	26	-0.08	0.44	-0.94	0.78	0.859111780536277
EMT_Thompson	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-0.17	0.31	-0.78	0.44	0.577943789698061
EMT_Thompson	Signature	PFS	COX	Miao.1	Kidney	TPM	33	0.78	0.92	-1.02	2.58	0.396363617113019
EMT_Thompson	Signature	PFS	COX	Snyder	Ureteral	TPM	25	0.53	0.41	-0.27	1.33	0.190966591772778
EMT_Thompson	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.01	0.48	-0.95	0.93	0.985050533107499
EMT_Thompson	Signature	Response	Log_regression	Braun	Kidney	TPM	139	-0.28	0.4	-1.06	0.5	0.475747733364092
EMT_Thompson	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	0.16	0.86	-1.51	1.94	0.853127780829104
EMT_Thompson	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-0.24	0.81	-1.87	1.37	0.76401050112277
EMT_Thompson	Signature	Response	Log_regression	Gide	Melanoma	TPM	52	-0.75	0.81	-2.42	0.83	0.35727567906712
EMT_Thompson	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	3.92	1.77	0.97	8.07	0.026950498243902
EMT_Thompson	Signature	Response	Log_regression	Jung	Lung	TPM	26	0.37	0.8	-1.14	2.11	0.642004291923075
EMT_Thompson	Signature	Response	Log_regression	Kim	Gastric	FPKM	31	0.4	0.7	-0.92	1.95	0.566573229490687
EMT_Thompson	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	-0.13	0.56	-1.25	0.96	0.809714033236571
EMT_Thompson	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	0.24	0.34	-0.42	0.92	0.48613006168818
EMT_Thompson	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	0.96	0.84	-0.56	2.79	0.258057383540436
EMT_Thompson	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	-2.38	1.24	-5.17	-0.16	0.0545423406812279
EMT_Thompson	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	0.87	0.97	-0.95	3.05	0.367361402878882
EMT_Thompson	Signature	Response	Log_regression	Puch	Melanoma	TPM	49	-0.07	0.58	-1.29	1.04	0.907328627953897
EMT_Thompson	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-0.34	1.01	-2.48	1.6	0.737526452241942
EMT_Thompson	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	0.93	0.79	-0.53	2.67	0.234749672968446
EMT_Thompson	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	0.16	1.04	-1.97	2.26	0.874239414919106
EMT_Thompson	Signature	Response	Log_regression	VanDenEnde	Esophageal	TPM	32	0.11	0.86	-1.59	2.01	0.899457572341468
PTEN_MITF	Signature	OS	COX	Braun	Kidney	TPM	178	-0.57	0.38	-1.33	0.18	0.13518391407448
PTEN_MITF	Signature	OS	COX	Fumet.2	Lung	TPM	43	1.84	1.18	-0.47	4.15	0.118922750728668
PTEN_MITF	Signature	OS	COX	Gide	Melanoma	TPM	55	0.76	0.44	-0.1	1.61	0.0821797337861319
PTEN_MITF	Signature	OS	COX	Hugo	Melanoma	FPKM	27	0.96	0.77	-0.54	2.46	0.210361481032032
PTEN_MITF	Signature	OS	COX	Liu	Melanoma	FPKM	121	0.88	0.38	0.13	1.63	0.0214697394395309
PTEN_MITF	Signature	OS	COX	Mariathasan	Bladder	TPM	194	0.74	0.33	0.09	1.38	0.025758155381669
PTEN_MITF	Signature	OS	COX	Mariathasan	Kidney	TPM	67	0.01	0.73	-1.42	1.44	0.987490490831673
PTEN_MITF	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	1.39	0.9	-0.37	3.15	0.121809598180212
PTEN_MITF	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	-1.06	0.85	-2.72	0.6	0.209586013424353
PTEN_MITF	Signature	OS	COX	Miao.1	Kidney	TPM	33	0.25	0.73	-1.18	1.67	0.734792496718854
PTEN_MITF	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	0.5	0.52	-0.52	1.53	0.336922348251039
PTEN_MITF	Signature	OS	COX	Riaz	Melanoma	TPM	51	0.26	0.54	-0.8	1.32	0.632401796934936
PTEN_MITF	Signature	OS	COX	Snyder	Ureteral	TPM	25	1.03	1.12	-1.16	3.22	0.35682774920662
PTEN_MITF	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	1.64	0.5	0.65	2.62	0.00118882857043171
PTEN_MITF	Signature	PFS	COX	Braun	Kidney	TPM	178	0.15	0.33	-0.5	0.8	0.644342195963553
PTEN_MITF	Signature	PFS	COX	Fumet.1	Lung	TPM	44	0	1.07	-2.11	2.1	0.997637624342359
PTEN_MITF	Signature	PFS	COX	Fumet.2	Lung	TPM	43	1.25	1.01	-0.72	3.23	0.213794958111545
PTEN_MITF	Signature	PFS	COX	Gide	Melanoma	TPM	55	0.55	0.38	-0.2	1.3	0.150118614001429
PTEN_MITF	Signature	PFS	COX	Jung	Lung	TPM	26	1.3	0.78	-0.22	2.83	0.0935428594825866
PTEN_MITF	Signature	PFS	COX	Liu	Melanoma	FPKM	121	1.39	0.35	0.7	2.08	7.54360434292849e-05
PTEN_MITF	Signature	PFS	COX	Miao.1	Kidney	TPM	33	0.92	1.4	-1.83	3.67	0.511157560030892
PTEN_MITF	Signature	PFS	COX	Snyder	Ureteral	TPM	25	0.91	1.03	-1.11	2.92	0.379774961765197
PTEN_MITF	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	1.07	0.55	-0.01	2.16	0.0529771172316266
PTEN_MITF	Signature	Response	Log_regression	Braun	Kidney	TPM	139	-0.2	0.76	-1.72	1.28	0.790677013357495
PTEN_MITF	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	1.02	1.74	-2.46	4.59	0.558907870209273
PTEN_MITF	Signature	Response	Log_regression	Gide	Melanoma	TPM	52	1.11	0.66	-0.11	2.51	0.0892801306902812
PTEN_MITF	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	2.07	1.23	-0.01	4.98	0.0934739918580863
PTEN_MITF	Signature	Response	Log_regression	Jung	Lung	TPM	26	3.78	1.91	0.64	8.51	0.0480867906568988
PTEN_MITF	Signature	Response	Log_regression	Kim	Gastric	FPKM	31	5.16	1.94	1.76	9.58	0.00794435121913345
PTEN_MITF	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	0.99	0.59	-0.12	2.24	0.0961806215202396
PTEN_MITF	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	1.54	0.74	0.12	3.04	0.0369093978716638
PTEN_MITF	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	0.75	1.71	-2.67	4.19	0.661218016715635
PTEN_MITF	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	-1.71	1.32	-4.66	0.7	0.195828646220463
PTEN_MITF	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	0.49	1.03	-1.45	2.82	0.631993306371485
PTEN_MITF	Signature	Response	Log_regression	Puch	Melanoma	TPM	49	3.05	1.32	0.68	5.94	0.0207995199895547
PTEN_MITF	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-0.12	1.03	-2.14	2.08	0.904817712284938
PTEN_MITF	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	2.11	1.37	-0.31	5.11	0.122282281835672
T_cell_exclusion	Signature	OS	COX	Braun	Kidney	TPM	178	0.37	0.31	-0.24	0.98	0.233731732117334
T_cell_exclusion	Signature	OS	COX	Fumet.2	Lung	TPM	43	-0.22	0.58	-1.35	0.91	0.705234026513651
T_cell_exclusion	Signature	OS	COX	Gide	Melanoma	TPM	55	0.46	0.55	-0.63	1.54	0.407027683544848
T_cell_exclusion	Signature	OS	COX	Hugo	Melanoma	FPKM	27	0.52	0.93	-1.3	2.34	0.577475122554485
T_cell_exclusion	Signature	OS	COX	Liu	Melanoma	FPKM	121	1.16	0.37	0.44	1.89	0.00159545199212313
T_cell_exclusion	Signature	OS	COX	Mariathasan	Bladder	TPM	194	0.62	0.24	0.15	1.1	0.0102608612923944
T_cell_exclusion	Signature	OS	COX	Mariathasan	Kidney	TPM	67	-0.3	0.45	-1.19	0.58	0.503677486096012
T_cell_exclusion	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	0.46	0.6	-0.72	1.63	0.446911175250012
T_cell_exclusion	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	-0.84	0.8	-2.41	0.74	0.296383197064358
T_cell_exclusion	Signature	OS	COX	Miao.1	Kidney	TPM	33	0.36	0.65	-0.91	1.63	0.574989993741321
T_cell_exclusion	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	1.04	0.52	0.02	2.07	0.0460376772892076
T_cell_exclusion	Signature	OS	COX	Riaz	Melanoma	TPM	51	0.38	0.37	-0.34	1.11	0.30404162500293
T_cell_exclusion	Signature	OS	COX	Snyder	Ureteral	TPM	25	-0.27	0.69	-1.61	1.07	0.69159496586699
T_cell_exclusion	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	0.58	0.63	-0.66	1.82	0.358187461568572
T_cell_exclusion	Signature	PFS	COX	Braun	Kidney	TPM	178	0.64	0.26	0.13	1.14	0.0132479132108556
T_cell_exclusion	Signature	PFS	COX	Fumet.1	Lung	TPM	44	0.38	0.76	-1.1	1.87	0.612779403643325
T_cell_exclusion	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-0.23	0.5	-1.21	0.74	0.639619256325049
T_cell_exclusion	Signature	PFS	COX	Gide	Melanoma	TPM	55	0.79	0.5	-0.19	1.76	0.114608766642182
T_cell_exclusion	Signature	PFS	COX	Jerby_Arnon	Melanoma	TPM	105	0.84	0.28	0.3	1.38	0.00226450110325127
T_cell_exclusion	Signature	PFS	COX	Jung	Lung	TPM	26	0.26	0.54	-0.79	1.31	0.625813764094485
T_cell_exclusion	Signature	PFS	COX	Liu	Melanoma	FPKM	121	1.22	0.33	0.58	1.86	0.000184202999145368
T_cell_exclusion	Signature	PFS	COX	Miao.1	Kidney	TPM	33	0.69	1.56	-2.38	3.75	0.659779707880923
T_cell_exclusion	Signature	PFS	COX	Snyder	Ureteral	TPM	25	-0.75	0.73	-2.19	0.69	0.305893202775686
T_cell_exclusion	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	0.09	0.56	-1.01	1.18	0.877428718147859
T_cell_exclusion	Signature	Response	Log_regression	Braun	Kidney	TPM	139	0.43	0.55	-0.62	1.54	0.428305477948583
T_cell_exclusion	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	-0.73	1.65	-4.23	2.4	0.658287351457798
T_cell_exclusion	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-1.19	1.08	-3.52	0.81	0.274208669067148
T_cell_exclusion	Signature	Response	Log_regression	Gide	Melanoma	TPM	52	1.05	0.81	-0.5	2.74	0.196245654187601
T_cell_exclusion	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	0	1.17	-2.36	2.35	0.997607845506837
T_cell_exclusion	Signature	Response	Log_regression	Jerby_Arnon	Melanoma	TPM	96	1.06	0.5	0.12	2.08	0.0334485761957675
T_cell_exclusion	Signature	Response	Log_regression	Jung	Lung	TPM	26	-0.11	1.03	-2.14	2.04	0.91135647070239
T_cell_exclusion	Signature	Response	Log_regression	Kim	Gastric	FPKM	31	-1.18	0.96	-3.23	0.64	0.222441521690223
T_cell_exclusion	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	0.98	0.52	-0.01	2.07	0.0608504755596677
T_cell_exclusion	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	0.18	0.51	-0.82	1.18	0.724780919331531
T_cell_exclusion	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	-1.07	0.98	-3.08	0.85	0.273090734886933
T_cell_exclusion	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	1.51	1.13	-0.55	4.03	0.182253563780211
T_cell_exclusion	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	1.37	1.05	-0.55	3.71	0.192559376254963
T_cell_exclusion	Signature	Response	Log_regression	Puch	Melanoma	TPM	49	-0.18	0.72	-1.61	1.26	0.798774165105333
T_cell_exclusion	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-0.03	0.73	-1.48	1.48	0.97188503576313
T_cell_exclusion	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	-0.9	1.39	-4.11	1.61	0.515020488228238
T_cell_exclusion	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	0.5	1.21	-1.86	2.98	0.680422003779667
T_cell_exclusion	Signature	Response	Log_regression	VanDenEnde	Esophageal	TPM	32	0.37	1.02	-1.68	2.43	0.712924988273365
ADO	Signature	OS	COX	Braun	Kidney	TPM	178	-0.08	0.32	-0.72	0.55	0.799929946377652
ADO	Signature	OS	COX	Fumet.2	Lung	TPM	43	0.04	0.73	-1.39	1.47	0.954140884060787
ADO	Signature	OS	COX	Gide	Melanoma	TPM	55	-0.6	0.69	-1.94	0.75	0.384403088072101
ADO	Signature	OS	COX	Hugo	Melanoma	FPKM	27	1.03	1.05	-1.03	3.09	0.32846814325513
ADO	Signature	OS	COX	Liu	Melanoma	FPKM	121	-1.06	0.47	-1.98	-0.14	0.0239550521433239
ADO	Signature	OS	COX	Mariathasan	Bladder	TPM	194	-0.27	0.3	-0.86	0.32	0.375346871522114
ADO	Signature	OS	COX	Mariathasan	Kidney	TPM	67	0.24	0.49	-0.71	1.19	0.624335758357303
ADO	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-0.23	0.81	-1.82	1.35	0.771436326607312
ADO	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	1.68	0.79	0.13	3.24	0.0341113534959013
ADO	Signature	OS	COX	Miao.1	Kidney	TPM	33	-0.99	0.86	-2.67	0.69	0.249617276522659
ADO	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	-1	0.76	-2.49	0.5	0.191515776505943
ADO	Signature	OS	COX	Riaz	Melanoma	TPM	51	-0.94	0.61	-2.13	0.24	0.119161496411063
ADO	Signature	OS	COX	Snyder	Ureteral	TPM	25	-0.41	0.78	-1.95	1.12	0.597394016510282
ADO	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-0.41	0.62	-1.61	0.8	0.508613816300795
ADO	Signature	PFS	COX	Braun	Kidney	TPM	178	-0.18	0.26	-0.68	0.33	0.488804462858199
ADO	Signature	PFS	COX	Fumet.1	Lung	TPM	44	-0.2	0.65	-1.47	1.08	0.763486504186722
ADO	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-0.64	0.6	-1.83	0.54	0.285880451108308
ADO	Signature	PFS	COX	Gide	Melanoma	TPM	55	-1.24	0.61	-2.44	-0.03	0.0443200120786088
ADO	Signature	PFS	COX	Jung	Lung	TPM	26	0.49	0.78	-1.02	2.01	0.523175315836888
ADO	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-0.51	0.4	-1.29	0.27	0.199220292968502
ADO	Signature	PFS	COX	Miao.1	Kidney	TPM	33	-0.67	1.74	-4.07	2.74	0.701437112884257
ADO	Signature	PFS	COX	Snyder	Ureteral	TPM	25	-0.38	0.8	-1.96	1.19	0.633448946710341
ADO	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.61	0.54	-1.67	0.44	0.255903294889009
ADO	Signature	Response	Log_regression	Braun	Kidney	TPM	139	-0.57	0.58	-1.74	0.57	0.326712782559035
ADO	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	0.19	1.22	-2.24	2.65	0.879565796202318
ADO	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-2.09	1.31	-4.93	0.33	0.111526698031308
ADO	Signature	Response	Log_regression	Gide	Melanoma	TPM	52	-1.59	0.97	-3.6	0.24	0.100003106957316
ADO	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	1.49	1.57	-1.52	4.82	0.344563346116348
ADO	Signature	Response	Log_regression	Jung	Lung	TPM	26	-0.1	1.51	-3.11	2.99	0.946463410551769
ADO	Signature	Response	Log_regression	Kim	Gastric	FPKM	31	-0.17	1.04	-2.25	1.9	0.870930813903789
ADO	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	-1.01	0.69	-2.39	0.32	0.142433373976238
ADO	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	0.34	0.65	-0.93	1.62	0.600174013436132
ADO	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	1.94	1.4	-0.62	4.99	0.165896620237922
ADO	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	-2.65	1.76	-6.78	0.4	0.133011409112234
ADO	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	-0.51	1.27	-3.17	1.95	0.686446257852046
ADO	Signature	Response	Log_regression	Puch	Melanoma	TPM	49	-2.92	1.23	-5.58	-0.68	0.0171387767749206
ADO	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-1.31	1.22	-3.92	1	0.283680155263099
ADO	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	-0.54	1.39	-3.4	2.19	0.696163581921416
ADO	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	-2.39	1.47	-5.61	0.3	0.105083079875922
ADO	Signature	Response	Log_regression	VanDenEnde	Esophageal	TPM	32	-0.29	1.08	-2.47	1.84	0.791306275239894
APM_Thompson	Signature	OS	COX	Braun	Kidney	TPM	178	0.42	0.22	-0.01	0.85	0.0554806442154955
APM_Thompson	Signature	OS	COX	Fumet.2	Lung	TPM	43	-0.45	0.48	-1.39	0.49	0.349863169307761
APM_Thompson	Signature	OS	COX	Gide	Melanoma	TPM	55	-1.32	0.53	-2.37	-0.28	0.0126089844845753
APM_Thompson	Signature	OS	COX	Hugo	Melanoma	FPKM	27	-1.14	0.78	-2.67	0.39	0.145817009530007
APM_Thompson	Signature	OS	COX	Liu	Melanoma	FPKM	121	-0.78	0.3	-1.37	-0.2	0.0090362680696193
APM_Thompson	Signature	OS	COX	Mariathasan	Bladder	TPM	194	-0.45	0.21	-0.86	-0.03	0.0343366747910887
APM_Thompson	Signature	OS	COX	Mariathasan	Kidney	TPM	67	0.32	0.33	-0.33	0.97	0.330745513148489
APM_Thompson	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-1.08	0.65	-2.37	0.2	0.0973212624204146
APM_Thompson	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	0.47	0.55	-0.61	1.55	0.394397300762913
APM_Thompson	Signature	OS	COX	Miao.1	Kidney	TPM	33	0.14	0.62	-1.07	1.35	0.818751328307831
APM_Thompson	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	-0.69	0.55	-1.77	0.39	0.212491245722768
APM_Thompson	Signature	OS	COX	Riaz	Melanoma	TPM	51	-0.6	0.47	-1.51	0.31	0.198348576833943
APM_Thompson	Signature	OS	COX	Snyder	Ureteral	TPM	25	-1.05	0.64	-2.31	0.21	0.10334779196461
APM_Thompson	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-0.9	0.44	-1.75	-0.05	0.0389194558622737
APM_Thompson	Signature	PFS	COX	Braun	Kidney	TPM	178	0.02	0.17	-0.32	0.36	0.921332804976798
APM_Thompson	Signature	PFS	COX	Fumet.1	Lung	TPM	44	-0.33	0.47	-1.26	0.6	0.486995743310312
APM_Thompson	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-0.66	0.42	-1.47	0.16	0.116842000918964
APM_Thompson	Signature	PFS	COX	Gide	Melanoma	TPM	55	-0.99	0.42	-1.82	-0.17	0.0181347807747938
APM_Thompson	Signature	PFS	COX	Jung	Lung	TPM	26	-0.24	0.51	-1.25	0.76	0.635563368185021
APM_Thompson	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-0.7	0.27	-1.24	-0.17	0.0104038747119899
APM_Thompson	Signature	PFS	COX	Miao.1	Kidney	TPM	33	0.2	1.09	-1.93	2.32	0.857252556911482
APM_Thompson	Signature	PFS	COX	Snyder	Ureteral	TPM	25	-1.06	0.65	-2.33	0.22	0.104381548931281
APM_Thompson	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.68	0.39	-1.45	0.1	0.0864151524853699
APM_Thompson	Signature	Response	Log_regression	Braun	Kidney	TPM	139	-0.08	0.41	-0.88	0.71	0.839475993037026
APM_Thompson	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	-1.05	1	-3.12	0.89	0.296155424870498
APM_Thompson	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-1.4	0.94	-3.39	0.37	0.136782328453095
APM_Thompson	Signature	Response	Log_regression	Gide	Melanoma	TPM	52	-2.04	0.75	-3.65	-0.65	0.00683814782901473
APM_Thompson	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	-2.28	1.15	-4.83	-0.2	0.0477217198156568
APM_Thompson	Signature	Response	Log_regression	Jung	Lung	TPM	26	-1.23	1.04	-3.44	0.75	0.238330374581668
APM_Thompson	Signature	Response	Log_regression	Kim	Gastric	FPKM	31	-1.22	0.83	-2.98	0.35	0.142631176123012
APM_Thompson	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	-1.18	0.47	-2.13	-0.28	0.0122169646459281
APM_Thompson	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	-1.17	0.45	-2.07	-0.3	0.00932231349016678
APM_Thompson	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	0.15	0.85	-1.53	1.89	0.859336655655612
APM_Thompson	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	2.34	1.23	0.15	5.07	0.0562144907563976
APM_Thompson	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	-0.24	0.91	-2.07	1.56	0.792179091034485
APM_Thompson	Signature	Response	Log_regression	Puch	Melanoma	TPM	49	-2.51	1	-4.68	-0.7	0.0121722893418058
APM_Thompson	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-1.36	1.09	-3.64	0.72	0.210748056122421
APM_Thompson	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	-1.85	1.22	-4.54	0.38	0.127939785151866
APM_Thompson	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	-2.13	1.04	-4.47	-0.26	0.0409660918540988
APM_Thompson	Signature	Response	Log_regression	VanDenEnde	Esophageal	TPM	32	-1.23	0.86	-3.05	0.41	0.15581418104344
APM_Wang	Signature	OS	COX	Braun	Kidney	TPM	178	0.36	0.21	-0.05	0.77	0.0848917485624422
APM_Wang	Signature	OS	COX	Fumet.2	Lung	TPM	43	-0.19	0.56	-1.29	0.91	0.736199379504339
APM_Wang	Signature	OS	COX	Gide	Melanoma	TPM	55	-1.03	0.48	-1.97	-0.1	0.0309201449964645
APM_Wang	Signature	OS	COX	Hugo	Melanoma	FPKM	27	-1.04	0.85	-2.71	0.63	0.222325290514985
APM_Wang	Signature	OS	COX	Liu	Melanoma	FPKM	121	-0.46	0.3	-1.05	0.13	0.123861898405256
APM_Wang	Signature	OS	COX	Mariathasan	Bladder	TPM	194	-0.41	0.21	-0.82	0.01	0.0544826242365736
